Voltage(mv),490-A,490-B,Voltage(mv),546-A,546-B,Voltage(mv),630-A,630-B,Voltage(mv),700-A,700-B
803.3387,1409.0337,1470.4727,803.3387,1325.2577,1359.4622,803.3387,1250.2904,1224.5699,803.3387,1214.1052,1247.6896
803.8364,1409.109,1470.4727,803.8364,1324.6403,1359.4622,803.8364,1250.292,1224.3252,803.8364,1214.1707,1247.7001
804.3917,1409.0255,1470.4727,804.3917,1324.5229,1359.4622,804.3917,1253.0745,1224.1664,804.3917,1214.1105,1247.6523
805.0095,1409.8649,1470.4727,805.0095,1324.6608,1359.4622,805.0095,1253.7538,1224.1432,805.0095,1214.0959,1247.6721
805.6949,1409.1191,1470.4727,805.6949,1325.2584,1359.4622,805.6949,1251.8358,1224.0864,805.6949,1214.0225,1247.6017
806.4534,1409.0862,1470.4727,806.4534,1325.4178,1359.4622,806.4534,1250.5251,1224.6586,806.4534,1213.9426,1247.5294
807.2906,1409.358,1470.4727,807.2906,1325.4694,1359.4622,807.2906,1255.4291,1223.819,807.2906,1213.9771,1247.4731
808.2125,1409.6066,1470.4727,808.2125,1325.4075,1359.4622,808.2125,1255.4442,1223.8297,808.2125,1213.9036,1247.4498
809.2255,1409.8506,1470.4727,809.2255,1325.9237,1359.4622,809.2255,1259.2031,1224.3475,809.2255,1213.8933,1247.4304
810.336,1409.5201,1470.4727,810.336,1325.2158,1359.4622,810.336,1249.1432,1223.9618,810.336,1213.8519,1247.3447
811.5509,1409.8142,1470.4727,811.5509,1325.632,1359.4622,811.5509,1252.7324,1223.8903,811.5509,1213.8494,1247.3093
812.8775,1409.3983,1470.4727,812.8775,1325.4001,1359.4622,812.8775,1252.4222,1223.9683,812.8775,1213.7844,1247.369
814.3233,1410.2932,1470.4727,814.3233,1325.5488,1359.4622,814.3233,1250.2793,1224.3999,814.3233,1213.754,1247.2301
815.8961,1410.0475,1470.4727,815.8961,1325.6112,1359.4622,815.8961,1256.5114,1224.4713,815.8961,1213.7206,1247.2075
817.6041,1410.1123,1470.4727,817.6041,1324.5983,1359.4622,817.6041,1260.5405,1224.162,817.6041,1213.7162,1247.2085
819.4559,1410.3604,1470.4727,819.4559,1325.729,1359.4622,819.4559,1248.3208,1224.1423,819.4559,1213.7216,1247.0975
821.4603,1409.9349,1470.4727,821.4603,1325.4468,1359.4622,821.4603,1255.371,1224.0115,821.4603,1213.6685,1247.066
823.6266,1410.5188,1470.4727,823.6266,1326.4846,1359.4622,823.6266,1254.1272,1224.1575,823.6266,1213.6322,1247.0397
825.9644,1410.324,1470.4727,825.9644,1325.1951,1359.4622,825.9644,1252.4025,1223.7592,825.9644,1213.5891,1247.0386
828.4838,1410.1609,1470.4727,828.4838,1325.9789,1359.4622,828.4838,1252.1107,1224.0308,828.4838,1213.5896,1246.9153
831.1949,1410.2997,1470.4727,831.1949,1326.1581,1359.4622,831.1949,1259.224,1223.8489,831.1949,1213.5431,1246.8751
834.1088,1410.2214,1470.4727,834.1088,1326.1631,1359.4622,834.1088,1254.5159,1224.5916,834.1088,1213.4794,1246.821
837.2363,1410.1776,1470.4727,837.2363,1324.8077,1359.4622,837.2363,1256.5259,1223.5474,837.2363,1213.5038,1246.7819
840.5892,1410.0463,1470.4727,840.5892,1324.8781,1359.4622,840.5892,1251.2853,1224.3612,840.5892,1213.365,1246.7173
844.1794,1410.4122,1470.4727,844.1794,1325.7828,1359.4622,844.1794,1259.2582,1224.1372,844.1794,1213.446,1246.6589
848.0192,1409.475,1470.4727,848.0192,1325.1038,1359.4622,848.0192,1251.8174,1224.4698,848.0192,1213.3951,1246.6923
852.1216,1410.2145,1470.4727,852.1216,1325.5658,1359.4622,852.1216,1253.7291,1223.8956,852.1216,1213.3263,1246.6985
856.4996,1409.8334,1470.4727,856.4996,1326.2021,1359.4622,856.4996,1254.5568,1224.0447,856.4996,1213.369,1246.606
861.1669,1409.8052,1470.4727,861.1669,1325.5293,1359.4622,861.1669,1249.8043,1223.4215,861.1669,1213.2941,1246.5256
866.1377,1410.2886,1470.4727,866.1377,1325.366,1359.4622,866.1377,1254.9551,1224.0621,866.1377,1213.3147,1246.5332
871.4266,1410.0383,1470.4727,871.4266,1325.6387,1359.4622,871.4266,1253.0404,1223.9845,871.4266,1213.2646,1246.495
877.0485,1409.8752,1470.4727,877.0485,1325.6481,1359.4622,877.0485,1250.5251,1224.3975,877.0485,1213.2817,1246.4775
883.0189,1409.5082,1470.4727,883.0189,1325.1082,1359.4622,883.0189,1251.022,1224.468,883.0189,1213.0405,1246.4614
889.3539,1409.2711,1470.4727,889.3539,1324.6493,1359.4622,889.3539,1252.1141,1224.5183,889.3539,1213.113,1246.4436
896.0698,1409.4226,1470.4727,896.0698,1325.2856,1359.4622,896.0698,1250.7808,1224.4786,896.0698,1213.0604,1246.3744
903.1836,1409.8616,1470.4727,903.1836,1324.6418,1359.4622,903.1836,1250.7766,1224.4086,903.1836,1212.9966,1246.308
910.7126,1409.4594,1470.4727,910.7126,1325.5298,1359.4622,910.7126,1254.9581,1224.7957,910.7126,1212.9565,1246.1814
918.675,1409.0668,1470.4727,918.675,1324.5874,1359.4622,918.675,1252.3993,1224.287,918.675,1212.8723,1246.0388
927.0889,1409.212,1470.4727,927.0889,1324.9664,1359.4622,927.0889,1253.4049,1224.3425,927.0889,1212.8148,1245.9225
935.9734,1408.4302,1470.4727,935.9734,1325.5791,1359.4622,935.9734,1252.4199,1225.007,935.9734,1212.6685,1245.7362
945.3481,1408.0599,1470.4727,945.3481,1324.8566,1359.4622,945.3481,1253.0505,1226.2549,945.3481,1212.5593,1245.553
955.2328,1408.2998,1470.4727,955.2328,1324.7607,1359.4622,955.2328,1252.418,1225.6432,955.2328,1212.448,1245.3918
965.6481,1407.5958,1470.4727,965.6481,1323.9753,1359.4622,965.6481,1255.9282,1225.6167,965.6481,1212.3903,1245.2914
976.6151,1407.8947,1470.4727,976.6151,1323.0682,1359.4622,976.6151,1251.8077,1225.3734,976.6151,1212.3354,1245.2626
988.1553,1407.4562,1470.4727,988.1553,1324.2549,1359.4622,988.1553,1250.5027,1225.4446,988.1553,1212.2913,1245.2194
1000.2911,1407.1586,1470.4727,1000.2911,1324.4066,1359.4622,1000.2911,1251.0242,1226.0288,1000.2911,1212.2645,1244.9454
1013.0452,1407.1869,1470.4727,1013.0452,1323.434,1359.4622,1013.0452,1252.1119,1226.6847,1013.0452,1212.0791,1244.632
1026.4408,1406.5356,1470.4727,1026.4408,1322.5854,1359.4622,1026.4408,1248.488,1226.1056,1026.4408,1211.863,1244.2769
1040.502,1405.7388,1470.4727,1040.502,1323.1721,1359.4622,1040.502,1250.2653,1226.3014,1040.502,1211.562,1244.0699
1055.2531,1405.7026,1470.4727,1055.2531,1321.2644,1359.4622,1055.2531,1260.5405,1227.3033,1055.2531,1211.3788,1243.8622
1070.7194,1405.179,1470.4727,1070.7194,1320.584,1359.4622,1070.7194,1253.0245,1227.1465,1070.7194,1211.2444,1243.2916
1086.9263,1404.9891,1470.4727,1086.9263,1321.354,1359.4622,1086.9263,1251.0037,1227.8094,1086.9263,1211.1024,1242.8645
1103.9004,1404.0237,1470.4727,1103.9004,1319.4919,1359.4622,1103.9004,1249.7722,1228.7828,1103.9004,1210.5499,1242.3375
1121.6683,1403.7111,1462.6038,1121.6683,1317.5277,1359.4622,1121.6683,1251.0128,1229.0569,1121.6683,1210.1683,1241.6606
1140.2579,1403.6813,1460.4148,1140.2579,1317.6351,1359.4622,1140.2579,1248.0654,1228.2521,1140.2579,1209.8556,1241.1136
1159.6971,1402.8713,1460.1923,1159.6971,1315.1589,1359.4622,1159.6971,1250.2568,1230.1483,1159.6971,1209.1791,1240.2963
1180.0148,1402.3063,1456.4037,1180.0148,1315.8076,1359.4622,1180.0148,1247.3187,1232.3051,1180.0148,1208.7408,1239.364
1201.2404,1401.0448,1454.2257,1201.2404,1314.783,1359.4622,1201.2404,1246.754,1234.5509,1201.2404,1207.8258,1238.127
1223.4039,1399.7271,1453.0308,1223.4039,1314.4587,1359.4622,1223.4039,1244.9296,1237.0837,1223.4039,1206.8163,1236.7651
1246.5363,1397.4161,1446.8074,1246.5363,1313.4641,1359.4622,1246.5363,1244.9159,1239.2695,1246.5363,1205.395,1234.6959
1270.6688,1394.9299,1439.407,1270.6688,1311.5212,1353.2219,1270.6688,1243.9895,1242.5858,1270.6688,1203.9918,1232.37
1295.8336,1393.3867,1436.6196,1295.8336,1307.7563,1349.0817,1295.8336,1242.0068,1244.8734,1295.8336,1202.2471,1229.7539
1322.0635,1388.9276,1432.864,1322.0635,1304.9121,1344.3821,1322.0635,1241.9895,1246.4897,1322.0635,1199.9944,1226.7195
1349.3917,1384.2716,1425.4103,1349.3917,1301.8708,1332.7186,1349.3917,1241.9362,1251.2001,1349.3917,1196.9412,1222.6826
1377.8527,1379.8372,1420.4564,1377.8527,1296.6123,1328.2543,1377.8527,1235.673,1255.5947,1377.8527,1192.7983,1217.0378
1407.4811,1373.3121,1411.6938,1407.4811,1290.8602,1317.2043,1407.4811,1225.2581,1252.3466,1407.4811,1187.21,1210.1123
1438.3125,1364.2642,1399.5846,1438.3125,1282.5812,1306.6959,1438.3125,1221.4327,1248.9429,1438.3125,1179.9431,1201.0563
1470.3833,1354.6835,1385.8572,1470.3833,1271.916,1296.885,1470.3833,1211.4232,1243.4423,1470.3833,1171.8264,1191.4934
1503.7303,1342.0427,1371.5326,1503.7303,1260.3815,1283.0164,1503.7303,1200.2036,1226.8738,1503.7303,1161.1292,1179.3165
1538.3914,1327.4022,1355.3573,1538.3914,1245.5314,1264.931,1538.3914,1186.424,1212.5416,1538.3914,1147.6624,1164.734
1574.4049,1305.8643,1335.4016,1574.4049,1228.3298,1247.1237,1574.4049,1167.173,1194.9121,1574.4049,1131.3298,1147.2666
1611.8101,1284.3853,1313.0574,1611.8101,1208.5706,1226.327,1611.8101,1148.9458,1173.437,1611.8101,1112.9672,1127.7766
1650.6469,1259.1124,1287.7422,1650.6469,1188.5442,1204.4977,1650.6469,1129.5396,1152.7153,1650.6469,1093.8208,1107.3827
1690.9559,1225.3939,1258.8497,1690.9559,1164.0948,1179.7356,1690.9559,1108.3701,1130.7621,1690.9559,1046.9315,1084.3943
1776.1578,1177.3552,1225.3939,1732.7789,1138.9523,1151.0756,1732.7789,1084.3644,1106.2804,1776.1578,1021.9647,1046.9315
1821.1359,1147.4514,1170.5212,1776.1578,1087.5697,1121.2273,1776.1578,1059.285,1079.6534,1821.1359,994.3823,1009.5838
1867.7567,1113.7194,1134.906,1867.7567,1053.2404,1087.5697,1821.1359,1033.7668,1053.1416,1867.7567,966.7635,980.937
1916.0651,1081.9176,1102.0172,1916.0651,1021.7291,1032.1484,1867.7567,1002.626,1022.1442,1916.0651,938.687,951.394
1966.1063,1047.0605,1068.5796,1966.1063,988.4842,998.0425,1916.0651,945.4054,990.9631,1966.1063,909.7526,921.4269
2017.9265,980.3151,1031.6866,2017.9265,957.032,965.348,2017.9265,912.1463,945.4054,2017.9265,880.2107,890.7516
2127.0933,944.5906,980.3151,2071.573,924.3769,932.6888,2071.573,877.9747,898.1096,2071.573,849.615,859.1552
2184.5361,906.5946,926.8632,2127.0933,889.8555,898.5862,2127.0933,844.9228,865.2465,2127.0933,819.5699,828.3011
2243.9512,869.5295,888.5405,2184.5361,852.9365,861.429,2184.5361,814.0507,830.7755,2184.5361,788.343,796.2928
2305.3887,835.3648,853.1388,2243.9512,815.6773,815.6773,2243.9512,782.7008,798.3871,2243.9512,757.3676,765.0582
2368.8997,798.1853,815.0938,2368.8997,754.2357,761.3591,2305.3887,752.1733,767.7455,2305.3887,697.9543,732.4358
2434.5366,735.2363,779.4969,2434.5366,719.3505,726.0727,2368.8997,721.9061,735.812,2434.5366,667.6249,697.9543
2572.3999,699.5388,735.2363,2502.3521,690.2689,694.5453,2434.5366,688.4888,702.571,2502.3521,637.0025,642.5814
2644.7349,664.0158,679.5241,2572.3999,659.4698,664.1865,2502.3521,656.3757,671.9811,2572.3999,608.5944,613.6762
2719.4126,632.0045,645.7264,2644.7349,630.0827,634.015,2572.3999,630.2703,630.2703,2644.7349,580.5938,585.3851
2796.4893,603.3698,616.1843,2719.4126,600.5466,604.3937,2719.4126,570.8919,583.844,2719.4126,554.2758,558.653
2876.0225,574.8253,588.1364,2796.4893,570.3499,576.0101,2796.4893,542.2675,557.1327,2796.4893,528.7878,532.7019
2958.0703,547.0691,559.8474,2876.0225,543.7849,543.7849,2876.0225,516.2469,528.356,2876.0225,504.1441,507.7381
3042.6919,520.3745,532.6321,3042.6919,493.7565,497.7708,2958.0703,493.5408,504.5675,2958.0703,480.661,483.8295
3129.9478,490.1576,490.1576,3129.9478,471.0179,473.0619,3042.6919,469.6505,481.5371,3042.6919,457.6625,460.8139
3312.6057,449.7751,463.5508,3219.8982,446.5392,449.7477,3129.9478,448.8409,458.8075,3129.9478,436.1155,439.1508
3408.1331,427.0497,440.4799,3312.6057,426.7965,430.6761,3219.8982,428.5933,438.5283,3219.8982,415.6605,418.6404
3506.5439,409.0019,419.7461,3408.1331,407.7912,410.6461,3312.6057,408.7434,418.0813,3312.6057,395.9299,399.2269
3607.9033,389.3352,399.8095,3506.5439,390.6266,393.3875,3408.1331,388.3694,397.591,3408.1331,375.8369,380.1357
3712.2771,372.969,383.1867,3607.9033,374.1875,376.4301,3506.5439,370.9071,379.9796,3506.5439,348.9772,361.857
3819.7314,357.5716,367.5466,3712.2771,356.4243,361.0099,3607.9033,352.4623,362.6225,3712.2771,326.1538,348.9772
3930.3347,342.9711,352.3907,3819.7314,340.5459,343.0733,3712.2771,336.7691,346.8883,3819.7314,311.6609,314.6877
4044.1553,327.7172,337.9108,3930.3347,327.3043,328.0191,3819.7314,315.1351,331.371,3930.3347,296.709,300.1371
4161.2627,315.0179,323.4557,4044.1553,309.0616,315.157,4044.1553,296.1581,315.1351,4044.1553,283.9585,287.0146
4281.728,301.8031,309.9185,4161.2627,294.6587,301.8112,4161.2627,281.8986,293.264,4161.2627,272.1389,275.3376
4405.6226,289.9658,299.2498,4281.728,287.0812,289.4068,4281.728,270.3402,278.701,4281.728,260.9287,264.1411
4533.0195,278.3104,286.7818,4405.6226,271.8924,271.8924,4405.6226,258.8953,266.8418,4405.6226,250.3644,253.5736
4663.9917,265.6734,276.0169,4663.9917,254.4776,256.8913,4533.0195,249.9333,256.6005,4533.0195,240.4786,243.5707
4798.6152,259.9651,263.2753,4798.6152,248.1215,252.4764,4663.9917,239.9929,247.1256,4663.9917,231.1101,234.0602
4936.9644,245.0788,256.3917,4936.9644,235.9514,238.4979,4798.6152,229.1214,237.3719,4798.6152,222.1744,225.0443
5225.1514,229.4134,245.0788,5079.1172,226.595,230.2811,4936.9644,220.0263,226.7418,4936.9644,213.8925,216.757
5375.145,223.7299,228.7764,5225.1514,216.5167,220.7585,5079.1172,212.3722,218.0631,5079.1172,206.0227,208.6808
5529.1787,213.6105,224.6396,5375.145,209.5349,213.8449,5225.1514,205.4207,211.1014,5225.1514,198.4519,201.1595
5687.3335,208.1245,213.5432,5529.1787,203.0415,206.683,5375.145,197.664,203.4993,5375.145,191.4754,193.8817
5849.6919,198.645,208.9225,5687.3335,196.6425,199.4088,5529.1787,190.928,196.2327,5529.1787,184.7037,187.1542
6016.3364,191.1067,199.2786,5849.6919,189.9427,192.8069,5687.3335,184.8446,190.4655,5687.3335,178.2065,180.5909
6187.3521,186.571,192.5986,6016.3364,180.6643,184.1691,5849.6919,179.3378,183.7935,5849.6919,172.1851,174.2334
6362.8232,179.7347,187.5034,6187.3521,175.4881,177.5598,6016.3364,172.8384,177.3882,6016.3364,166.2138,168.3078
6542.8379,173.5689,181.2484,6362.8232,169.4651,171.7373,6187.3521,167.0707,171.5861,6187.3521,160.8202,162.6489
6727.4824,168.6651,174.852,6542.8379,164.2137,166.1876,6362.8232,161.5195,166.3116,6362.8232,155.2116,157.0247
6916.8462,163.8699,170.3653,6727.4824,159.2093,161.2347,6542.8379,156.4881,161.175,6542.8379,150.0442,151.8157
7111.019,156.4149,165.4873,6916.8462,154.2448,156.1179,6727.4824,151.719,156.0117,6727.4824,145.2098,146.6917
7310.0918,151.8316,157.7381,7111.019,149.9839,151.4561,6916.8462,146.6548,151.3025,6916.8462,140.3406,142.1491
7514.1567,147.2422,153.7557,7310.0918,145.696,147.4646,7111.019,142.3959,146.4434,7111.019,135.8414,137.2849
7723.3071,142.9903,148.8348,7514.1567,140.7435,142.857,7310.0918,137.9673,141.8935,7310.0918,131.4924,133.037
7937.6372,138.4542,144.3372,7723.3071,136.4222,138.3507,7514.1567,134.0956,137.4032,7514.1567,127.3443,128.8599
8157.2432,134.7602,140.0616,7937.6372,132.1828,133.4284,7723.3071,130.3471,133.1416,7723.3071,123.3099,124.568
8382.2217,131.0484,136.4395,8157.2432,128.8103,129.6229,7937.6372,126.2134,129.0886,7937.6372,119.4253,120.5761
8612.6699,126.7058,132.4549,8382.2217,125.0857,126.5345,8157.2432,122.4584,125.2394,8157.2432,115.3766,116.6744
8848.6885,123.4165,127.8837,8612.6699,121.0598,122.6636,8382.2217,118.9952,121.6889,8382.2217,111.8095,113.0811
9090.377,120.2227,124.9709,8848.6885,118.0091,118.5707,8612.6699,115.4475,118.247,8612.6699,108.2215,109.5754
9337.8359,116.3888,121.4296,9090.377,114.3981,115.7133,8848.6885,111.8031,114.1409,8848.6885,104.7684,106.0366
9591.1699,113.4382,117.5739,9337.8359,110.8378,112.2338,9090.377,109.1586,111.318,9090.377,101.4862,102.8015
9850.4814,110.0244,114.5945,9591.1699,108.4076,108.9532,9337.8359,105.3775,108.0729,9337.8359,98.3184,99.6339
10115.876,107.4518,111.2018,9850.4814,104.7275,106.6051,9591.1699,102.6777,104.9593,9591.1699,95.1089,96.5513
10387.4609,103.8314,108.9882,10115.876,102.1208,102.973,9850.4814,99.6108,101.8507,9850.4814,92.1428,93.5913
10665.3428,101.5238,104.9629,10387.4609,99.2788,100.4645,10115.876,97.3325,98.8678,10115.876,89.5408,90.7268
10949.6318,98.6119,102.6443,10665.3428,96.8752,97.2953,10387.4609,93.6661,96.6307,10387.4609,86.648,87.9636
11240.4365,96.5488,99.4025,10949.6318,93.5335,95.1952,10665.3428,91.9843,93.0877,10665.3428,84.1551,85.3798
11537.8691,92.5722,97.5776,11240.4365,91.4792,92.0898,10949.6318,88.817,90.7862,10949.6318,81.306,82.5698
11842.042,91.2881,93.5273,11537.8691,88.8727,89.7073,11240.4365,84.904,88.0526,11240.4365,79.0643,80.0814
12153.0684,88.3942,92.0083,11842.042,86.2817,87.706,11537.8691,81.8256,85.5706,11537.8691,76.2888,77.8676
12471.0654,84.8677,89.1068,12153.0684,81.8233,84.6761,11842.042,79.9366,81.7592,11842.042,73.7002,75.5223
12796.1484,81.43,85.871,12471.0654,79.5796,81.0264,12153.0684,77.0529,79.0441,12153.0684,71.4108,73.1506
13128.4346,79.9671,82.4618,12796.1484,78.2733,77.6847,12471.0654,74.4966,77.4297,12471.0654,69.4041,70.9333
13468.0439,77.8434,80.5285,13128.4346,75.2898,76.5313,12796.1484,73.3057,74.2927,12796.1484,67.284,68.872
13815.0967,75.0227,78.434,13468.0439,73.1165,73.6733,13128.4346,72.5346,72.7143,13128.4346,65.4388,66.7656
14169.7139,73.2649,75.7936,13815.0967,72.0929,71.391,13468.0439,68.8441,71.2161,13468.0439,63.2699,64.7783
14532.0195,71.8617,73.7314,14169.7139,70.2856,70.7283,13815.0967,66.715,69.2765,13815.0967,61.6806,62.9326
14902.1367,69.6129,72.5381,14532.0195,66.444,68.7028,14169.7139,65.7736,66.9311,14169.7139,59.9924,60.8924
15280.1924,67.2854,70.5451,14902.1367,65.2034,65.9447,14532.0195,64.4169,64.6996,14532.0195,57.8009,59.0379
15666.3135,65.5107,67.6735,15280.1924,64.2724,63.9081,14902.1367,61.6704,63.8904,14902.1367,56.0215,57.3504
16060.627,64.2258,66.2195,15666.3135,63.1843,63.1145,15280.1924,59.7317,62.2598,15280.1924,54.6092,55.6752
16463.2637,62.0852,64.6907,16060.627,60.6032,61.8798,15666.3135,58.2234,60.1653,15666.3135,52.4206,53.7761
16874.3535,60.6278,63.3289,16463.2637,58.1635,60.483,16060.627,57.6305,58.2701,16060.627,50.9505,52.4703
17294.0312,58.8033,61.1642,16874.3535,56.8883,58.2849,16463.2637,56.4204,56.1531,16463.2637,49.4132,50.7191
17722.4277,57.4881,58.8743,17294.0312,56.6166,56.2411,16874.3535,54.7231,56.1658,16874.3535,47.7631,49.2035
18159.6816,56.2142,57.1546,17722.4277,55.7222,55.498,17294.0312,53.0663,54.871,17294.0312,46.5161,47.8454
18605.9258,55.4848,56.218,18159.6816,54.3622,54.4756,17722.4277,50.6283,53.5075,17722.4277,44.4674,46.4206
19061.3008,53.0351,55.586,18605.9258,52.2464,53.774,18159.6816,49.0789,52.1111,18159.6816,43.5138,44.7753
19525.9453,51.9184,53.9101,19061.3008,49.7737,52.8226,18605.9258,48.1917,49.6831,18605.9258,41.4986,43.9308
20000,49.3745,51.378,19525.9453,48.4705,50.0323,19061.3008,47.2605,47.9016,19061.3008,40.1523,41.8221
,,,20000,46.7867,46.9063,19525.9453,46.771,46.7927,19525.9453,39.3345,40.9527
,,,,,,20000,44.598,46.0892,20000,37.244,39.8291
-,-,-,-,-,-,-,-,-,-,-,-
