Voltage(mv),490-A,490-B,Voltage(mv),546-A,546-B,Voltage(mv),630-A,630-B,Voltage(mv),700-A,700-B
803.3387,1407.6158,1511.6304,803.3387,1330.2734,1425.9171,803.3387,1260.5405,1347.2318,803.3387,1224.6353,1303.3359
803.8364,1409.1285,1512.3181,803.8364,1330.8004,1425.7588,803.8364,1260.5405,1347.0963,803.8364,1224.6033,1303.3752
804.3917,1408.2451,1512.0677,804.3917,1330.9717,1425.6841,804.3917,1260.5405,1347.2847,804.3917,1224.6305,1303.2787
805.0095,1409.5477,1511.8452,805.0095,1330.481,1426.0265,805.0095,1260.5405,1347.2725,805.0095,1224.571,1303.1976
805.6949,1408.8409,1512.1497,805.6949,1330.7306,1425.7179,805.6949,1260.5405,1347.1296,805.6949,1224.4546,1303.2607
806.4534,1408.7583,1512.4668,806.4534,1330.6669,1425.6667,806.4534,1260.5405,1347.2297,806.4534,1224.491,1303.194
807.2906,1408.9631,1512.6523,807.2906,1331.0284,1426.0736,807.2906,1260.5405,1347.1465,807.2906,1224.4087,1303.1721
808.2125,1409.6785,1512.3776,808.2125,1329.135,1425.6888,808.2125,1260.5405,1347.0308,808.2125,1224.3601,1303.1821
809.2255,1409.1421,1512.2722,809.2255,1330.8136,1426.173,809.2255,1260.5405,1347.1323,809.2255,1224.3201,1303.0948
810.336,1408.3396,1512.4153,810.336,1330.7537,1425.9534,810.336,1260.5405,1347.2428,810.336,1224.2227,1303.0424
811.5509,1408.455,1512.4165,811.5509,1330.786,1426.1991,811.5509,1258.7184,1347.1389,811.5509,1224.163,1303.0511
812.8775,1408.5071,1512.5948,812.8775,1330.2744,1425.7924,812.8775,1260.5405,1347.0875,812.8775,1224.2108,1303.0221
814.3233,1410.3157,1512.3289,814.3233,1330.9275,1425.9924,814.3233,1260.5405,1347.287,814.3233,1224.1976,1303.0695
815.8961,1409.2104,1512.5718,815.8961,1331.037,1426.0154,815.8961,1260.5405,1347.0581,815.8961,1224.0203,1303.006
817.6041,1409.666,1512.4585,817.6041,1330.6641,1425.9498,817.6041,1260.5405,1347.0022,817.6041,1224.0022,1302.9078
819.4559,1409.4701,1512.8661,819.4559,1330.4504,1426.1052,819.4559,1260.5405,1347.2474,819.4559,1223.9911,1302.9202
821.4603,1409.145,1512.5088,821.4603,1330.7014,1426.2953,821.4603,1260.5405,1347.0759,821.4603,1223.9417,1302.9449
823.6266,1408.4514,1512.3839,823.6266,1330.7206,1425.7354,823.6266,1260.5405,1347.1135,823.6266,1223.8293,1302.9215
825.9644,1408.9507,1512.8694,825.9644,1331.3063,1425.7697,825.9644,1260.5405,1346.9342,825.9644,1223.7925,1302.8306
828.4838,1409.3613,1512.6616,828.4838,1331.5269,1425.9797,828.4838,1260.5405,1347.1829,828.4838,1223.7822,1302.7954
831.1949,1408.7738,1512.5986,831.1949,1330.2228,1426.2427,831.1949,1260.5405,1347.2439,831.1949,1223.6946,1302.7565
834.1088,1408.6525,1512.6306,834.1088,1330.1498,1425.7549,834.1088,1260.5405,1346.9606,834.1088,1223.6459,1302.7449
837.2363,1408.6702,1512.8579,837.2363,1330.6874,1425.6088,837.2363,1260.5405,1346.705,837.2363,1223.5059,1302.6614
840.5892,1408.4784,1512.5405,840.5892,1329.9427,1425.6907,840.5892,1260.5405,1346.827,840.5892,1223.4745,1302.677
844.1794,1408.3425,1512.3022,844.1794,1330.1853,1425.9738,844.1794,1260.5405,1346.9686,844.1794,1223.4814,1302.6858
848.0192,1408.6936,1512.5555,848.0192,1331.0701,1425.5341,848.0192,1260.5405,1346.6741,848.0192,1223.3884,1302.6243
852.1216,1408.5895,1512.3075,852.1216,1330.2352,1425.5511,852.1216,1260.5405,1346.7911,852.1216,1223.2394,1302.5369
856.4996,1408.1746,1512.4513,856.4996,1330.1633,1425.6947,856.4996,1260.5405,1346.7491,856.4996,1223.2129,1302.4594
861.1669,1408.8677,1512.2854,861.1669,1330.6085,1425.5623,861.1669,1260.5405,1346.7102,861.1669,1223.1636,1302.4979
866.1377,1408.9037,1511.9919,866.1377,1329.5388,1425.4987,866.1377,1256.6343,1346.5253,866.1377,1223.0634,1302.4637
871.4266,1408.5216,1511.922,871.4266,1330.0005,1425.4542,871.4266,1260.5405,1346.6508,871.4266,1223.0276,1302.4202
877.0485,1408.6051,1511.656,877.0485,1328.6432,1425.6746,877.0485,1260.5405,1346.3734,877.0485,1222.9624,1302.3062
883.0189,1408.09,1511.4347,883.0189,1329.3156,1425.6504,883.0189,1260.5405,1346.1642,883.0189,1222.8281,1302.0844
889.3539,1408.6313,1511.7609,889.3539,1329.325,1425.5509,889.3539,1260.5405,1346.347,889.3539,1222.7107,1302.1504
896.0698,1408.3916,1511.5667,896.0698,1328.9507,1425.3948,896.0698,1260.5405,1346.0134,896.0698,1222.5511,1301.916
903.1836,1407.9597,1511.2485,903.1836,1329.1729,1425.2758,903.1836,1260.5405,1345.9214,903.1836,1222.438,1301.6018
910.7126,1407.7723,1511.2518,910.7126,1328.5935,1425.3409,910.7126,1257.2035,1345.6128,910.7126,1222.1797,1301.4331
918.675,1407.3414,1511.3059,918.675,1329.7632,1425.0104,918.675,1260.5405,1345.0959,918.675,1222.1111,1301.2401
927.0889,1408.3706,1511.1149,927.0889,1329.1761,1425.036,927.0889,1260.5405,1345.0732,927.0889,1221.8983,1301.1533
935.9734,1407.781,1510.212,935.9734,1328.769,1424.6932,935.9734,1260.5405,1344.4722,935.9734,1221.7754,1300.9897
945.3481,1406.6544,1510.167,945.3481,1328.4205,1424.7095,945.3481,1260.5405,1344.4712,945.3481,1221.5996,1300.9182
955.2328,1407.1188,1509.6543,955.2328,1328.5182,1424.9213,955.2328,1260.5405,1343.5569,955.2328,1221.3014,1300.8325
965.6481,1406.541,1509.8311,965.6481,1328.3867,1424.2214,965.6481,1260.5405,1343.6664,965.6481,1220.9795,1300.6622
976.6151,1406.781,1509.4946,976.6151,1328.2145,1424.3805,976.6151,1255.7577,1343.2444,976.6151,1220.752,1300.3925
988.1553,1406.1919,1508.4399,988.1553,1328.25,1424.1002,988.1553,1260.5405,1342.8051,988.1553,1220.5438,1300.1222
1000.2911,1407.0411,1507.4923,1000.2911,1328.2234,1423.5087,1000.2911,1260.5405,1342.5939,1000.2911,1220.1864,1299.6848
1013.0452,1405.7419,1506.3354,1013.0452,1327.6918,1422.9657,1013.0452,1257.1372,1341.9697,1013.0452,1219.756,1299.3477
1026.4408,1405.4803,1505.9352,1026.4408,1328.0226,1422.6661,1026.4408,1260.5405,1341.1798,1026.4408,1219.3914,1299.2062
1040.502,1403.7864,1505.8849,1040.502,1327.0205,1422.3993,1040.502,1256.0146,1340.7949,1040.502,1218.8063,1298.9407
1055.2531,1403.1724,1503.2601,1055.2531,1327.1433,1421.3323,1055.2531,1255.6215,1340.3094,1055.2531,1218.2504,1298.2323
1070.7194,1401.3425,1502.7847,1070.7194,1326.3676,1420.8236,1070.7194,1253.7168,1339.1097,1070.7194,1217.5959,1297.7368
1086.9263,1398.6147,1501.6311,1086.9263,1325.4435,1419.1632,1086.9263,1260.5405,1338.3568,1086.9263,1216.8024,1297.4513
1103.9004,1397.3679,1501.4274,1103.9004,1323.1897,1418.1903,1103.9004,1258.7867,1337.1302,1103.9004,1215.824,1296.5502
1121.6683,1396.4137,1500.5406,1121.6683,1321.5436,1417.3737,1121.6683,1252.157,1335.9891,1121.6683,1214.9266,1295.8751
1140.2579,1394.8792,1499.458,1140.2579,1317.4624,1416.5709,1140.2579,1253.5887,1335.6093,1140.2579,1213.8713,1295.1923
1159.6971,1394.5382,1498.2555,1159.6971,1316.1543,1415.717,1159.6971,1252.4415,1335.3489,1159.6971,1212.5776,1294.2942
1180.0148,1392.9832,1498.3354,1180.0148,1315.5089,1415.62,1180.0148,1248.2029,1334.406,1180.0148,1211.0911,1293.141
1201.2404,1390.9347,1497.0568,1201.2404,1314.256,1414.3265,1201.2404,1247.3335,1332.3162,1201.2404,1209.2427,1292.1067
1223.4039,1387.4727,1496.1858,1223.4039,1310.6007,1411.8256,1223.4039,1246.031,1330.4385,1223.4039,1207.0774,1290.6731
1246.5363,1383.5942,1494.605,1246.5363,1305.8423,1408.2457,1246.5363,1242.094,1329.2213,1246.5363,1204.0791,1288.7891
1270.6688,1381.6273,1492.4716,1270.6688,1303.7246,1406.1846,1270.6688,1236.2285,1327.3026,1270.6688,1200.818,1286.4834
1295.8336,1375.233,1487.4885,1295.8336,1297.6495,1403.8022,1295.8336,1230.9745,1323.4023,1295.8336,1197.1223,1284.3669
1322.0635,1370.3926,1480.7128,1322.0635,1294.9886,1398.494,1322.0635,1228.1498,1321.0074,1322.0635,1192.7101,1281.5845
1349.3917,1364.1572,1470.4727,1349.3917,1288.7899,1394.2606,1349.3917,1219.2133,1317.5984,1349.3917,1187.1534,1278.2996
1377.8527,1355.2878,1463.4763,1377.8527,1279.957,1392.4524,1377.8527,1212.8363,1313.522,1377.8527,1180.1274,1274.0455
1407.4811,1344.8634,1451.7462,1407.4811,1269.0879,1381.757,1407.4811,1203.6411,1306.4353,1407.4811,1171.5563,1268.6581
1438.3125,1330.8197,1445.9869,1438.3125,1257.1294,1373.8829,1438.3125,1192.553,1298.3052,1438.3125,1161.1233,1261.8702
1470.3833,1316.7682,1433.9661,1470.3833,1244.9058,1359.4622,1470.3833,1180.3011,1292.3307,1470.3833,1150.2561,1254.9042
1503.7303,1302.5636,1421.4414,1503.7303,1230.4139,1346.8873,1503.7303,1166.067,1277.2552,1503.7303,1137.1121,1245.907
1538.3914,1284.1847,1405.5988,1538.3914,1214.2177,1327.3074,1538.3914,1150.4445,1260.5405,1538.3914,1121.9716,1235.0306
1574.4049,1260.9209,1386.4525,1574.4049,1194.9889,1311.2634,1574.4049,1132.9579,1246.2798,1574.4049,1104.9595,1221.5786
1611.8101,1215.443,1366.7697,1611.8101,1174.6075,1291.3473,1611.8101,1112.8127,1225.5878,1611.8101,1086.0936,1206.0769
1690.9559,1193.0845,1344.243,1650.6469,1149.7256,1268.9377,1650.6469,1093.0388,1202.8453,1650.6469,1046.9315,1189.3431
1732.7789,1160.2183,1320.1798,1690.9559,1125.0956,1245.8398,1690.9559,1070.4829,1179.1764,1732.7789,1016.5917,1170.1154
1776.1578,1133.4779,1290.6536,1732.7789,1087.5697,1220.3326,1732.7789,1046.5554,1154.1045,1776.1578,990.1318,1148.1865
1821.1359,1100.9797,1225.3939,1821.1359,1045.9806,1194.0446,1776.1578,1019.0907,1129.3173,1821.1359,964.7422,1124.4441
1867.7567,1068.3534,1200.0437,1867.7567,1017.6763,1163.1326,1821.1359,992.1448,1102.728,1867.7567,937.2914,1099.6556
1916.0651,1037.2385,1162.2499,1916.0651,985.3236,1131.2384,1867.7567,945.4054,1073.8926,1916.0651,909.7076,1046.9315
1966.1063,972.3544,1125.7637,1966.1063,954.6819,1087.5697,1966.1063,903.8055,1044.5524,1966.1063,881.3398,1014.0497
2071.573,940.0371,1090.7661,2017.9265,923.5262,1033.8221,2017.9265,874.0108,1012.5573,2017.9265,852.0987,983.5256
2127.0933,904.7969,1052.4938,2071.573,889.3677,998.2123,2071.573,841.665,945.4054,2071.573,822.204,951.574
2184.5361,869.4061,980.3151,2127.0933,856.4301,963.9335,2127.0933,811.5878,913.9606,2127.0933,792.7875,920.1355
2243.9512,834.3,943.4963,2184.5361,815.6773,928.7332,2184.5361,781.001,877.7144,2184.5361,762.9839,887.8406
2305.3887,799.3869,905.1572,2305.3887,760.4087,892.6965,2243.9512,751.4744,843.3409,2243.9512,731.3672,855.4573
2368.8997,764.9951,866.6976,2368.8997,725.9744,855.8087,2305.3887,721.6621,810.5701,2305.3887,697.9543,823.4078
2434.5366,729.2657,831.1309,2434.5366,694.68,815.6773,2368.8997,690.7201,778.5001,2434.5366,644.3011,790.7843
2572.3999,670.6013,793.5797,2502.3521,665.6189,752.8782,2434.5366,659.9512,747.3302,2502.3521,616.8509,757.9933
2644.7349,638.7813,735.2363,2572.3999,637.603,716.9124,2502.3521,630.2703,715.8629,2572.3999,589.2909,697.9543
2719.4126,608.4219,692.856,2644.7349,606.7556,686.0043,2644.7349,576.9597,682.9542,2644.7349,562.8627,665.1846
2796.4893,579.8658,658.8281,2719.4126,577.9418,655.8444,2719.4126,549.2258,630.2703,2719.4126,537.4714,633.6276
2876.0225,553.593,627.8035,2796.4893,543.7849,623.7947,2796.4893,523.8654,594.3651,2796.4893,512.975,604.9399
2958.0703,527.1133,598.0276,2958.0703,499.6316,596.1515,2876.0225,499.6881,564.7165,2876.0225,489.0238,577.0022
3042.6919,486.1772,571.0446,3042.6919,477.9422,562.3771,2958.0703,477.2837,536.9277,2958.0703,466.382,550.6183
3219.8982,461.4577,542.9929,3129.9478,454.418,543.7849,3042.6919,455.4753,512.6313,3042.6919,444.4103,524.9952
3312.6057,438.739,517.6211,3219.8982,433.3834,490.3984,3129.9478,434.7228,489.5574,3129.9478,424.1877,500.8094
3408.1331,417.8561,490.1576,3312.6057,414.4717,469.3426,3219.8982,415.2388,467.2811,3219.8982,404.7891,477.5059
3506.5439,399.2136,447.5327,3408.1331,396.8277,446.9319,3312.6057,396.13,446.5964,3312.6057,385.7624,455.3615
3607.9033,381.3946,428.5948,3506.5439,379.377,426.4144,3408.1331,377.0948,426.389,3408.1331,368.5051,434.5411
3712.2771,364.6863,408.9323,3607.9033,363.2462,409.2393,3506.5439,360.0638,408.1412,3506.5439,348.9772,414.8145
3819.7314,349.001,391.7743,3712.2771,346.5744,391.1001,3607.9033,345.0957,387.5686,3712.2771,318.8958,396.1152
3930.3347,333.4236,375.7548,3819.7314,332.3715,374.8488,3712.2771,328.3331,370.2119,3819.7314,304.1437,376.9494
4044.1553,321.1701,360.9741,3930.3347,317.6999,360.1771,3819.7314,315.1351,351.1873,3930.3347,290.9533,348.9772
4161.2627,308.7755,346.1594,4044.1553,305.4646,343.5463,4044.1553,288.9666,334.0349,4044.1553,279.1761,328.0212
4281.728,295.0241,333.2205,4161.2627,290.5495,328.768,4161.2627,277.5461,315.1351,4161.2627,267.492,314.4071
4405.6226,285.194,318.462,4281.728,283.939,316.7561,4281.728,264.7605,299.3638,4281.728,256.5944,299.6668
4533.0195,269.6212,305.8157,4405.6226,271.8924,303.2902,4405.6226,254.3666,287.519,4405.6226,246.5863,287.7734
4663.9917,266.2283,295.8965,4663.9917,253.2137,289.3982,4533.0195,245.4894,277.4444,4533.0195,236.9039,276.3007
4798.6152,249.1261,281.8279,4798.6152,239.5593,271.8924,4663.9917,235.8951,263.6071,4663.9917,227.8862,265.2365
4936.9644,243.0886,272.8618,4936.9644,234.5592,257.1146,4798.6152,225.9905,254.0337,4798.6152,219.2392,255.0941
5225.1514,223.7062,262.5915,5079.1172,224.9111,252.3197,4936.9644,217.0402,244.9862,4936.9644,211.2477,245.4987
5375.145,217.0731,255.1038,5225.1514,216.0009,240.0721,5079.1172,210.005,236.4237,5079.1172,203.6906,236.2956
5529.1787,214.0469,245.0788,5375.145,208.4822,233.2162,5225.1514,202.3338,226.2731,5225.1514,196.3222,227.5003
5687.3335,203.2204,229.1146,5529.1787,200.9357,224.0545,5375.145,196.1729,217.5398,5375.145,189.3965,219.2687
5849.6919,197.2357,224.2041,5687.3335,194.3907,215.0909,5529.1787,188.7674,210.7498,5529.1787,182.5967,211.5303
6016.3364,192.4543,212.7342,5849.6919,186.3704,207.9023,5687.3335,182.8118,203.2921,5687.3335,176.2877,204.214
6187.3521,184.4153,207.79,6016.3364,179.7614,200.4219,5849.6919,176.5022,196.7452,5849.6919,170.3718,197.0186
6362.8232,178.2209,200.0058,6187.3521,174.2303,194.1932,6016.3364,170.6565,190.3781,6016.3364,164.6327,190.3314
6542.8379,172.7641,192.1047,6362.8232,168.5077,187.1588,6187.3521,165.5381,183.7119,6187.3521,159.0705,183.8761
6727.4824,166.7834,185.9211,6542.8379,163.4247,180.5477,6362.8232,160.1557,178.5849,6362.8232,153.6918,177.8465
6916.8462,162.957,181.1349,6727.4824,158.4221,174.6521,6542.8379,154.7947,172.6664,6542.8379,148.6482,172.0781
7111.019,156.5893,175.7053,6916.8462,153.3744,169.2139,6727.4824,149.8673,166.8671,6727.4824,143.7686,166.3237
7310.0918,152.9053,170.4404,7111.019,148.873,163.6642,6916.8462,145.3739,162.0439,6916.8462,138.9619,160.9584
7514.1567,147.0276,163.6351,7310.0918,144.4049,158.6959,7111.019,140.8612,157.2043,7111.019,134.4944,155.7499
7723.3071,144.1631,159.0027,7514.1567,140.2676,153.4786,7310.0918,136.0232,152.6851,7310.0918,130.3196,150.8634
7937.6372,138.1857,153.9339,7723.3071,136.0266,149.0264,7514.1567,132.1144,148.1647,7514.1567,126.0191,146.1588
8157.2432,133.1483,148.9526,7937.6372,131.7586,145.0382,7723.3071,128.0764,143.5551,7723.3071,122.0165,141.3538
8382.2217,128.941,144.3892,8157.2432,127.4116,141.1253,7937.6372,124.1765,139.5476,7937.6372,117.9874,137.0021
8612.6699,125.8557,140.3613,8382.2217,124.2804,136.982,8157.2432,120.4396,135.2177,8157.2432,114.4439,132.8949
8848.6885,121.263,137.2624,8612.6699,120.9867,132.5016,8382.2217,116.624,131.1049,8382.2217,110.6755,128.7403
9090.377,119.3856,133.1937,8848.6885,116.8596,128.4791,8612.6699,113.3278,126.8227,8612.6699,107.2597,124.7741
9337.8359,114.503,128.8693,9090.377,113.7529,125.9846,8848.6885,110.1975,123.2266,8848.6885,103.8748,120.7163
9591.1699,112.4463,125.5599,9337.8359,110.689,121.6655,9090.377,106.7469,120.2671,9090.377,100.5416,117.108
9850.4814,109.0023,122.7929,9591.1699,106.756,117.9095,9337.8359,103.6479,117.1952,9337.8359,97.512,113.4475
10115.876,104.9011,118.6517,9850.4814,105.2204,115.6163,9591.1699,101.165,112.996,9591.1699,94.5356,110.1072
10387.4609,100.8515,115.6447,10115.876,100.7705,111.5085,9850.4814,97.4294,109.6664,9850.4814,91.4668,106.6907
10665.3428,97.4669,113.1016,10387.4609,99.2257,108.4107,10115.876,94.9403,107.317,10115.876,88.4881,103.2716
10949.6318,95.4864,108.9116,10665.3428,95.4756,105.7477,10387.4609,91.6974,103.6881,10387.4609,86.008,100.1373
11240.4365,92.9849,107.1141,10949.6318,93.9857,101.7824,10665.3428,89.8593,101.5691,10665.3428,83.0224,97.3327
11537.8691,89.1727,103.3501,11240.4365,89.9547,100.0566,10949.6318,86.3371,97.946,10949.6318,80.745,94.4118
11842.042,87.8254,101.3954,11537.8691,88.9446,96.8844,11240.4365,84.7498,96.014,11240.4365,78.244,91.5128
12153.0684,86.0594,98.0592,11842.042,85.7438,94.5759,11537.8691,82.0317,92.6861,11537.8691,75.598,88.7234
12471.0654,82.3056,96.5718,12153.0684,82.3239,91.7337,11842.042,78.4503,90.9813,11842.042,73.3563,86.1583
12796.1484,78.6076,92.7345,12471.0654,78.7122,89.0986,12153.0684,75.6388,87.4929,12153.0684,71.0705,83.6447
13128.4346,77.7975,91.4509,12796.1484,77.4146,87.801,12471.0654,73.9128,86.3448,12471.0654,68.982,80.9606
13468.0439,76.7043,87.9506,13128.4346,75.3981,84.2507,12796.1484,71.4713,83.4473,12796.1484,66.7651,78.8017
13815.0967,73.3469,86.2487,13468.0439,72.6257,81.6967,13128.4346,69.0207,80.4065,13128.4346,64.6362,76.5064
14169.7139,71.4515,84.2635,13815.0967,71.0453,77.978,13468.0439,67.0579,76.5836,13468.0439,62.5753,74.1009
14532.0195,69.0934,81.2601,14169.7139,70.0502,76.433,13815.0967,66.4551,74.8998,13815.0967,61.0671,71.6328
14902.1367,67.9346,78.5689,14532.0195,67.2282,74.3754,14169.7139,63.7684,73.5232,14169.7139,59.3524,69.7101
15280.1924,67.4345,75.1193,14902.1367,64.8363,71.7651,14532.0195,61.1737,70.3782,14532.0195,57.3775,67.5674
15666.3135,65.1423,73.9443,15280.1924,63.3708,69.8299,14902.1367,60.4602,68.7269,14902.1367,55.2465,65.709
16060.627,63.0244,72.0969,15666.3135,62.5617,69.1805,15280.1924,58.9701,67.8671,15280.1924,54.0543,63.9756
16463.2637,58.8536,69.4088,16060.627,60.9826,67.1222,15666.3135,57.3254,66.0423,15666.3135,52.0325,62.0372
16874.3535,57.6487,68.0638,16463.2637,58.8357,64.1868,16060.627,54.6833,62.7846,16060.627,50.2566,60.0016
17294.0312,56.4039,66.6883,16874.3535,56.7144,62.5526,16463.2637,52.897,61.5546,16463.2637,49.129,57.9666
17722.4277,55.8646,64.5554,17294.0312,55.5859,61.6856,16874.3535,52.3398,61.0047,16874.3535,46.944,56.6005
18159.6816,54.3691,61.8753,17722.4277,54.9851,60.3524,17294.0312,51.2716,59.719,17294.0312,46.0681,54.9107
18605.9258,53.7988,60.5202,18159.6816,54.1409,58.86,17722.4277,49.9081,57.1164,17722.4277,44.1983,52.9183
19061.3008,49.9008,59.5563,18605.9258,52.6689,56.5518,18159.6816,47.4077,55.0851,18159.6816,43.1702,51.9247
19525.9453,48.5022,58.3767,19061.3008,49.7843,54.4176,18605.9258,46.2951,53.9811,18605.9258,41.6321,49.7028
20000,45.8634,47.0409,19525.9453,47.3417,53.6185,19061.3008,44.2198,53.2878,19061.3008,39.9634,48.8001
,,,20000,46.4358,44.1802,19525.9453,44.0532,52.7314,19525.9453,39.1628,46.6559
,,,,,,20000,42.5222,41.2021,20000,37.2348,45.8561
-,-,-,-,-,-,-,-,-,-,-,-
